trackId,InitialFrame,TotalFrame,Distance,minVel                  ,maxVel,meanVel,VehicleClass,LaneChangeNum,RampVehicle
9044,32575,185,156.48,19.50,23.19,21.27,car,0,False
9053,32583,125,108.23,20.19,22.84,21.82,car,0,False
9080,32724,140,109.04,17.84,21.59,19.60,bus,0,False
9085,32775,191,130.28,15.06,18.88,17.14,car,0,False
9088,32777,220,153.97,15.00,20.16,17.57,car,2,False
9089,32784,106,83.59,19.06,20.72,19.90,car,0,False
9103,32856,371,154.47,8.94,11.94,10.44,car,1,True
9118,32924,187,118.33,14.63,17.28,15.91,car,0,False
9123,32890,179,117.37,15.00,17.13,16.48,car,0,False
9141,32990,217,132.59,12.69,18.31,15.35,car,0,False
9153,33002,213,125.50,10.00,20.91,14.80,car,0,False
9155,32947,213,132.08,12.78,22.00,15.59,car,0,False
9158,32975,195,104.12,11.38,19.44,13.43,car,0,False
9170,32992,146,79.75,10.88,20.69,13.76,car,1,False
9196,33037,155,90.70,11.28,18.97,14.72,car,0,False
9207,33051,228,130.99,8.94,19.84,14.42,car,0,False
9217,33059,188,105.35,12.50,15.13,14.08,car,0,False
9238,33097,266,204.55,17.81,25.41,19.31,car,0,False
9254,33179,204,151.01,16.28,21.19,18.59,car,2,False
9266,33248,182,134.26,16.75,19.63,18.54,car,0,False
9274,33287,206,173.06,19.28,24.00,21.11,car,0,False
9309,33521,264,144.42,11.62,15.31,13.73,car,1,True
9325,33498,230,163.96,16.56,19.19,17.90,car,0,False
9363,33586,143,134.11,22.50,24.56,23.61,car,0,False
9369,33633,176,157.82,20.28,23.84,22.55,car,0,False
9380,33642,202,175.12,20.25,23.06,21.78,car,1,False
9407,33782,158,157.85,22.19,26.06,25.13,car,0,False
9432,33815,209,186.77,18.69,24.56,22.45,car,0,False
9454,34003,152,119.50,18.78,20.50,19.78,car,0,False
9460,33989,190,124.98,14.12,18.06,16.53,car,1,True
9461,34022,218,150.48,16.25,18.69,17.34,truck,0,False
9470,34009,172,154.12,19.31,24.81,22.52,car,0,False
9504,34204,179,159.12,20.56,23.69,22.35,car,0,False
9514,34235,197,179.13,19.25,25.06,22.84,car,0,False
9540,34298,207,190.77,20.75,25.72,23.16,car,0,False
9542,34531,210,136.73,12.81,20.28,16.36,car,0,False
9556,34458,125,115.14,20.62,24.56,23.20,car,0,False
9570,34579,163,136.88,19.81,22.53,21.12,bus,0,False
9574,34639,149,129.88,20.75,26.25,21.96,car,0,False
9587,34675,147,125.84,20.28,24.22,21.56,car,0,False
9595,34706,140,119.06,20.06,22.25,21.41,car,0,False
9597,34741,185,123.58,15.38,17.56,16.79,car,0,False
9598,34841,138,102.84,17.62,20.56,18.77,car,0,False
9614,34771,198,144.04,16.94,20.72,18.28,car,0,False
9627,34924,227,162.79,16.25,20.06,18.01,car,0,False
9680,34943,117,85.99,17.91,18.94,18.53,car,0,False
9686,34964,247,171.31,10.72,21.25,17.40,car,1,True
9693,34978,123,88.41,17.19,19.19,18.11,car,0,False
9704,35007,198,145.10,17.12,19.63,18.41,car,0,False
9708,35037,276,159.71,11.75,15.34,14.51,car,0,False
9716,35032,117,85.72,17.62,19.13,18.48,car,0,False
9721,35077,159,124.99,18.37,22.44,19.78,car,0,False
9727,35124,141,112.74,18.03,21.81,20.13,car,0,False
9742,35164,112,95.72,20.81,22.06,21.56,car,1,False
9747,35178,221,158.68,16.62,19.06,18.03,car,0,False
9748,35178,133,106.13,19.00,21.34,20.10,car,0,False
9753,35206,150,110.84,17.75,19.53,18.60,car,0,False
9754,35262,188,134.30,16.16,20.56,17.96,car,0,False
9764,35268,173,118.20,16.19,18.59,17.19,car,0,False
9769,35278,212,147.35,12.81,18.81,17.44,car,0,False
9776,35302,186,130.76,15.31,19.66,17.66,bus,0,False
9793,35414,174,159.87,19.12,29.16,23.11,car,0,False
9798,35451,200,146.44,17.69,19.41,18.40,car,0,False
9832,35512,170,131.26,18.19,21.22,19.42,car,0,False
9884,35605,218,174.18,18.62,24.47,20.07,car,0,False
9895,35648,213,180.58,19.31,24.44,21.30,car,0,False
9924,35716,168,127.23,16.94,20.12,19.04,truck,0,False
9966,35819,185,143.83,16.81,21.19,19.54,car,0,False
9981,35882,173,122.53,16.81,18.97,17.81,truck,0,False
10005,35882,157,123.71,18.62,22.66,19.84,car,0,False
10037,35960,198,153.03,16.00,21.19,19.40,car,0,False
10044,35985,210,135.41,15.19,17.12,16.20,car,0,False
10103,36169,275,171.93,13.94,17.25,15.69,car,1,True
10110,36238,175,181.10,22.75,28.37,26.02,car,1,False
10138,36357,204,164.63,18.56,21.31,20.27,car,0,False
10182,36559,241,164.86,15.94,19.34,17.17,car,0,False
10191,36529,206,127.28,13.25,16.88,15.52,car,3,True
10206,36656,182,116.54,13.81,17.62,16.09,car,1,True
10234,36742,209,183.75,18.78,24.22,22.07,car,0,False
10246,36683,253,207.16,17.50,22.00,20.55,car,0,False
10279,36833,186,163.62,21.00,23.19,22.11,car,0,False
10300,36931,195,160.33,19.37,23.19,20.67,car,0,False
10315,37033,178,159.68,21.25,23.44,22.55,car,0,False
10358,37071,142,116.01,19.16,21.75,20.57,bus,0,False
10379,37189,154,126.36,19.38,21.81,20.65,truck,0,False
10399,37253,155,157.44,24.19,26.31,25.56,car,0,False
10413,37290,157,125.67,18.72,21.38,20.14,car,0,False
10446,37327,200,171.81,20.31,22.22,21.58,car,0,False
10474,37383,104,121.17,28.25,32.66,29.43,car,0,False
10498,37482,150,146.70,23.50,25.84,24.62,car,0,False
10522,37527,216,207.24,22.44,25.44,24.10,car,0,False
10526,37591,193,192.76,24.06,26.81,25.10,car,0,False
10545,37674,150,149.29,23.25,26.00,25.05,car,0,False
10549,37726,195,131.20,16.16,17.88,16.91,car,0,False
10554,37753,171,124.55,16.16,19.78,18.31,bus,0,False
10560,37947,217,163.15,15.62,20.50,18.87,car,0,False
10561,37889,253,179.22,14.19,19.44,17.77,car,0,False
10601,37969,229,152.13,11.88,18.12,16.67,car,0,False
10616,38035,184,138.37,15.12,20.38,18.89,car,0,False
10627,38028,226,169.43,17.28,20.50,18.83,car,0,False
10664,38233,170,149.21,20.19,23.31,22.08,car,0,False
10684,38258,303,176.54,5.63,18.63,14.61,car,1,True
10686,38272,457,166.28,6.63,10.50,9.12,car,1,True
10719,38436,166,155.30,22.37,24.63,23.53,car,0,False
10731,38593,234,186.44,16.25,22.03,20.00,car,0,False
10733,38458,196,185.56,21.66,26.13,23.79,car,0,False
10744,38632,283,160.07,12.75,15.31,14.19,car,1,True
10751,38745,227,191.11,19.00,22.47,21.14,car,0,False
10760,38700,161,131.09,19.41,21.59,20.48,car,0,False
10781,38909,235,163.65,15.38,18.44,17.48,car,0,False
10789,38895,185,155.25,20.12,23.03,21.10,car,0,False
10796,38945,195,155.72,19.00,23.25,20.08,car,0,False
10797,38990,224,170.72,17.13,20.69,19.14,car,0,False
10803,39069,290,138.87,10.69,14.00,12.01,car,0,False
10809,39064,194,154.20,18.81,20.88,19.97,car,0,False
10821,39078,320,151.81,9.53,13.34,11.89,car,1,True
10825,39139,149,120.34,19.06,22.69,20.33,car,0,False
10832,39157,288,174.32,10.97,17.38,15.17,car,0,False
10840,39237,137,99.75,15.94,19.50,18.33,car,0,False
10844,39251,162,127.60,16.94,22.13,19.81,bus,0,False
10848,39291,184,120.91,14.09,19.50,16.51,car,0,False
10858,39341,139,113.48,19.56,21.78,20.56,car,0,False
10866,39353,182,139.22,18.06,20.00,19.23,car,0,False
10877,39372,134,85.45,11.06,18.81,16.05,car,0,False
10885,39405,176,141.79,18.91,22.19,20.26,car,0,False
10889,39457,303,163.42,11.31,14.97,13.53,car,1,True
10892,39453,202,157.23,19.00,20.72,19.56,car,0,False
10920,39509,200,151.48,17.38,21.00,19.04,car,0,False
10948,39690,188,126.27,15.69,19.69,16.88,car,0,False
10965,39599,198,137.13,15.87,18.25,17.40,car,0,False
10981,39685,211,161.88,18.06,21.19,19.27,car,0,False
10990,39767,201,147.21,16.87,19.81,18.40,car,0,False
11025,40126,135,117.50,20.56,23.25,21.92,truck,0,False
11036,40286,183,155.45,20.00,22.56,21.36,car,0,False
11091,40464,142,105.45,17.72,20.19,18.70,car,0,False
11133,40572,193,178.27,19.94,26.00,23.21,car,0,False
11145,40679,199,151.26,17.38,20.41,19.10,car,0,False
11156,40641,164,145.74,21.37,23.38,22.36,car,0,False
11157,40644,127,107.88,20.88,22.00,21.41,car,0,False
11168,40713,180,147.24,18.63,21.88,20.56,car,0,False
11175,40978,147,116.76,18.69,21.88,20.00,car,0,False
11185,40792,213,178.00,16.31,22.69,20.99,car,0,False
11189,40784,122,104.78,19.78,26.97,21.67,car,0,False
11207,40937,186,156.24,19.66,22.37,21.12,car,0,False
11212,41024,199,151.95,18.06,20.22,19.19,car,0,False
11218,40970,182,138.74,16.81,20.88,19.16,car,0,False
11229,41013,306,169.86,6.00,18.13,13.91,car,1,True
11233,41018,205,174.33,19.75,25.06,21.37,car,0,False
11236,41107,156,121.16,18.56,20.41,19.54,car,0,False
11240,41092,262,169.08,14.25,17.84,16.19,car,0,False
11241,41130,173,133.26,18.06,20.44,19.37,car,0,False
11247,41167,206,172.13,19.69,24.75,21.00,car,0,False
11254,41196,238,204.02,19.13,23.84,21.53,car,0,False
11291,41452,100,78.48,18.88,20.25,19.81,car,0,False
11447,42345,219,162.43,17.38,19.50,18.62,car,0,False
11452,42395,214,171.06,17.94,23.66,20.08,car,0,False
11460,42467,171,144.73,19.31,23.34,21.28,car,0,False
11461,42517,180,145.94,19.12,21.44,20.38,car,0,False
11466,42572,132,111.76,20.38,22.38,21.33,car,0,False
11486,42591,116,96.12,18.88,22.06,20.89,bus,0,False
11495,42622,194,166.35,20.44,23.25,21.55,car,0,False
11506,42650,165,151.41,21.56,26.78,23.09,car,0,False
11514,42734,199,156.76,17.87,21.38,19.79,car,0,False
11533,42756,162,146.48,20.87,23.75,22.74,car,0,False
11550,42853,198,156.95,18.50,20.97,19.92,car,0,False
11554,42812,172,138.78,16.34,27.22,20.30,car,0,False
11570,42951,192,152.83,18.06,21.62,20.00,car,0,False
11574,42938,329,179.74,11.00,15.59,13.69,car,1,True
11577,43031,174,132.17,18.12,19.84,19.10,car,0,False
11588,43159,183,136.90,12.50,26.88,18.81,car,0,False
11602,43047,256,176.61,15.78,22.31,17.33,car,0,False
11610,43142,169,115.59,15.97,19.97,17.21,car,0,False
11613,43142,197,142.00,16.62,21.25,18.12,car,0,False
11627,43186,211,156.81,15.37,19.44,18.66,car,0,False
11631,43221,170,127.08,16.94,21.53,18.80,car,0,False
11635,43355,130,105.53,18.94,21.44,20.45,car,0,False
11637,43254,196,140.96,16.53,19.72,18.06,car,0,False
11643,43264,161,116.65,16.75,19.31,18.22,car,0,False
11686,43359,207,168.30,19.50,21.72,20.43,car,0,False
11692,43535,152,128.47,19.56,22.88,21.26,car,0,False
11704,43513,234,162.30,14.75,18.44,17.41,car,0,False
11731,43558,202,171.27,20.03,22.97,21.30,car,0,False
11739,43554,110,94.03,20.31,22.81,21.56,car,0,False
11761,43614,170,118.88,16.19,19.28,17.58,car,0,False
11776,43666,113,93.69,20.19,21.97,20.91,car,0,False
11777,43694,148,127.07,21.06,22.28,21.61,car,0,False
11794,43748,299,150.74,9.97,13.75,12.64,car,3,True
11806,43788,114,97.70,20.78,22.12,21.62,car,0,False
11817,43900,208,124.10,11.75,18.19,14.99,truck,1,False
11831,43899,208,171.04,19.00,22.53,20.66,car,0,False
11846,43978,195,157.03,18.87,21.31,20.23,car,0,False
11854,43970,189,143.71,15.87,21.00,19.11,car,0,False
11885,44131,277,178.61,13.19,19.00,16.17,car,1,True
11922,44380,139,123.94,21.16,23.72,22.45,truck,0,False
11925,44441,136,118.84,20.44,22.81,22.01,car,0,False
11927,44445,222,182.11,15.09,22.88,20.59,car,0,False
11933,44519,108,95.17,20.31,23.94,22.24,bus,0,False
11946,44513,207,176.00,19.75,22.94,21.35,car,0,False
11967,44623,183,155.61,20.63,21.88,21.38,car,0,False
11973,44670,216,158.72,16.62,20.09,18.46,car,0,False
11982,44659,191,176.16,21.94,26.19,23.19,car,0,False
11993,44767,148,127.25,19.12,22.66,21.64,car,0,False
11996,44749,130,116.33,21.62,23.75,22.54,car,0,False
11998,44783,214,190.30,20.94,25.38,22.35,car,0,False
